"RID","ClustSeg","Easy_Reservation","Preferred_Seats","Flight_Options","Ticket_Prices","Seat_Comfort","Seat_Roominess","Overhead_Storage","Clean_Aircraft","Courtesy","Friendliness","Helpfulness","Service","Satisfaction","Recommend","Language","Smoker","Employment","Education","Marital","Sex","Age","Income","FlyAgain","FlyAgain2","Easy_Reservation.1","Preferred_Seats.1","Flight_Options.1","Ticket_Prices.1","Seat_Comfort.1","Seat_Roominess.1","Overhead_Storage.1","Clean_Aircraft.1","Courtesy.1","Friendliness.1","Helpfulness.1","Service.1"
93,"Seg3",9,7,7,8,6,9,9,7,7,9,9,9,9,4,"English",,"Not employed","Bachelor's degree","Divorced, not living with a life partner","Female",,"$60000 to $69999","0","No","Strongly Agree","7","7","8","6","Strongly Agree","Strongly Agree","7","7","Strongly Agree","Strongly Agree","Strongly Agree"
94,"Seg6",9,7,8,9,9,7,9,7,9,9,9,9,9,7,"English",,,"High school diploma or certificate","Single, never married, not living with a life partner","Male","24 or younger","$100000 to $149999","1","Yes","Strongly Agree","7","8","Strongly Agree","Strongly Agree","7","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
95,"Seg6",9,9,9,8,9,9,9,9,9,9,9,9,9,8,"English","No","Fully employed","No certificate, diploma or degree","Married","Female","55 to 64","$30000 to $39999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
96,"Seg3",9,9,6,8,9,9,8,9,9,7,9,9,9,6,"Spanish","No",,"College diploma","Living common law","Female","45 to 54","$100000 to $149999","0","No","Strongly Agree","Strongly Agree","6","8","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree"
97,"Seg1",9,9,5,9,6,6,6,8,9,9,9,9,6,5,"English","No","Fully employed",,"Living common law","Male","35 to 44","$30000 to $39999","0","No","Strongly Agree","Strongly Agree","5","Strongly Agree","6","6","6","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
98,"Seg3",8,7,4,9,9,8,9,8,7,9,9,9,9,7,"Spanish","No","Employed part-time","High school diploma or certificate","Married","Male","75 to 84","$30000 to $39999","0","No","8","7","4","Strongly Agree","Strongly Agree","8","Strongly Agree","8","7","Strongly Agree","Strongly Agree","Strongly Agree"
99,"Seg7",8,5,4,4,7,8,7,9,9,7,9,9,9,5,,"Yes","Not employed","College diploma","Married","Male","45 to 54","$40000 to $49999","0","No","8","5","4","4","7","8","7","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree"
100,"Seg3",8,8,6,7,8,8,9,9,9,9,9,8,9,6,"English","No",,"No certificate, diploma or degree","Married","Male","45 to 54","$40000 to $49999","0","No","8","8","6","7","8","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8"
101,"Seg3",9,7,5,5,9,9,8,9,9,7,9,9,8,6,"French",,"Employed part-time","High school diploma or certificate","Married","Male","25 to 34","$80000 to $89999","1","Yes","Strongly Agree","7","5","5","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree"
102,"Seg6",9,8,9,8,8,8,9,9,9,9,9,9,9,7,"English","No","Not employed","No certificate, diploma or degree","Married","Male","55 to 64",,"1","Yes","Strongly Agree","8","Strongly Agree","8","8","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
103,"Seg6",9,9,9,8,8,7,4,9,9,9,9,9,9,8,"English","No",,"No certificate, diploma or degree","Married","Male","75 to 84","$30000 to $39999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","8","8","7","4","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
104,"Seg6",9,8,7,8,9,9,9,9,9,9,9,9,8,9,,"No","Not employed","No certificate, diploma or degree",,"Male","35 to 44","$50000 to $59999","1","Yes","Strongly Agree","8","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
105,"Seg3",9,8,7,6,9,8,9,9,8,9,9,9,8,7,"English","Yes",,"No certificate, diploma or degree","Living common law","Female","45 to 54","$40000 to $49999","1","Yes","Strongly Agree","8","7","6","Strongly Agree","8","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree"
106,"Seg6",9,9,9,9,9,9,9,9,8,9,9,9,9,7,"Spanish","No","Fully employed","High school diploma or certificate","Divorced, not living with a life partner",,"55 to 64","$40000 to $49999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree"
107,"Seg7",9,6,6,6,8,6,7,8,8,9,8,9,8,6,"Spanish","No","Employed part-time","High school diploma or certificate","Living common law","Female","45 to 54","$70000 to $79999","1","Yes","Strongly Agree","6","6","6","8","6","7","8","8","Strongly Agree","8","Strongly Agree"
108,"Seg1",8,9,7,5,8,4,2,7,6,8,8,7,7,7,"Spanish","No","Employed part-time","High school diploma or certificate","Married","Female","75 to 84","$30000 to $39999","0","No","8","Strongly Agree","7","5","8","4","2","7","6","8","8","7"
109,"Seg6",9,8,9,9,9,6,9,9,9,8,9,9,8,9,"English","No","Employed part-time",,"Married","Male","45 to 54",,"1","Yes","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","6","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree"
110,"Seg6",9,8,7,9,9,9,7,6,9,9,9,9,9,6,"English","No","Employed part-time",,"Living common law",,"55 to 64","$50000 to $59999","1","Yes","Strongly Agree","8","7","Strongly Agree","Strongly Agree","Strongly Agree","7","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
111,"Seg8",9,9,6,7,8,9,7,9,7,8,7,5,8,8,"English","No","Employed part-time","trades certificate","Married","Male","55 to 64","$20000 to $29999","0","No","Strongly Agree","Strongly Agree","6","7","8","Strongly Agree","7","Strongly Agree","7","8","7","5"
112,"Seg6",9,8,6,9,9,8,9,9,7,9,9,8,9,7,"English",,"Fully employed","High school diploma or certificate","Living common law","Female","65 to 74","$30000 to $39999","1","Yes","Strongly Agree","8","6","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree","8"
113,"Seg1",8,8,6,9,8,6,5,9,9,9,9,9,9,7,"English","No","Fully employed","No certificate, diploma or degree","Separated, not living with a life partner","Female","45 to 54","$20000 to $29999","1","Yes","8","8","6","Strongly Agree","8","6","5","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
114,"Seg7",7,6,3,2,6,8,5,6,9,9,9,9,8,5,"English","No","Employed part-time","No certificate, diploma or degree","Married","Male","24 or younger","$50000 to $59999","0","No","7","6","3","2","6","8","5","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
115,"Seg1",8,6,6,6,6,6,4,9,9,9,8,8,8,4,"German","Yes","Fully employed","High school diploma or certificate","Living common law","Male","85 to 94","$100000 to $149999","1","Yes","8","6","6","6","6","6","4","Strongly Agree","Strongly Agree","Strongly Agree","8","8"
116,"Seg7",6,6,7,4,8,5,6,9,9,9,9,8,7,7,"English","No","Fully employed","University certificate below bachelor level","Married","Male","35 to 44","$50000 to $59999","0","No","6","6","7","4","8","5","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8"
117,"Seg7",8,4,8,5,8,9,7,8,9,9,9,9,9,5,"Spanish","Yes","Employed part-time","High school diploma or certificate","Living common law","Female","25 to 34","$200,000 or more","0","No","8","4","8","5","8","Strongly Agree","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
118,"Seg4",5,8,2,4,8,7,6,6,9,6,5,3,5,5,"Italian","No","Not employed","No certificate, diploma or degree","Married","Male","65 to 74","$20000 to $29999","0","No","5","8","2","4","8","7","6","6","Strongly Agree","6","5","3"
119,"Seg3",9,9,5,5,9,9,9,9,9,9,9,8,9,6,"Spanish","No","Employed part-time",,"Married","Male",,"$30000 to $39999","1","Yes","Strongly Agree","Strongly Agree","5","5","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8"
120,"Seg6",9,8,6,8,9,9,8,9,7,9,9,8,9,9,,"No","Not employed","No certificate, diploma or degree","Widowed",,"24 or younger","$20000 to $29999","1","Yes","Strongly Agree","8","6","8","Strongly Agree","Strongly Agree","8","Strongly Agree","7","Strongly Agree","Strongly Agree","8"
121,"Seg4",7,6,8,6,5,5,4,4,7,7,6,6,9,6,"Italian","No","Employed part-time","Earned doctorate","Divorced, not living with a life partner","Female","35 to 44","$50000 to $59999","1","Yes","7","6","8","6","5","5","4","4","7","7","6","6"
122,"Seg6",8,7,9,6,9,9,8,8,9,9,9,8,9,7,"English","Yes",,"High school diploma or certificate","Married","Female","35 to 44","$50000 to $59999","1","Yes","8","7","Strongly Agree","6","Strongly Agree","Strongly Agree","8","8","Strongly Agree","Strongly Agree","Strongly Agree","8"
123,"Seg8",9,8,9,9,9,8,8,9,7,6,8,7,7,9,"Spanish","No","Fully employed","trades certificate","Married","Male","65 to 74","$40000 to $49999","1","Yes","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","8","8","Strongly Agree","7","6","8","7"
124,"Seg3",6,5,6,6,9,9,9,9,9,9,9,9,9,9,"Spanish","No","Not employed","University certificate below bachelor level","Married","Female","75 to 84","$50000 to $59999","1","Yes","6","5","6","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
125,"Seg3",7,9,6,8,7,9,7,7,9,9,9,9,7,8,"English","No","Not employed","High school diploma or certificate","Living common law","Male",,"$60000 to $69999","1","Yes","7","Strongly Agree","6","8","7","Strongly Agree","7","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
126,"Seg7",7,5,7,4,9,9,6,6,8,6,9,9,9,5,"French","No","Fully employed","High school diploma or certificate","Married","Female",,"Less than $20,000","0","No","7","5","7","4","Strongly Agree","Strongly Agree","6","6","8","6","Strongly Agree","Strongly Agree"
127,"Seg6",9,8,6,9,9,9,9,9,9,9,9,9,9,9,"English","No","Fully employed","College diploma","Living common law","Male","55 to 64",,"1","Yes","Strongly Agree","8","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
128,"Seg7",8,5,8,6,9,7,8,7,8,7,9,8,9,5,"English","Yes","Fully employed","Bachelor's degree","Living common law","Female","65 to 74","$20000 to $29999","0","No","8","5","8","6","Strongly Agree","7","8","7","8","7","Strongly Agree","8"
129,"Seg8",9,9,8,8,4,8,6,5,5,4,3,2,5,8,"English","No","Fully employed","Bachelor's degree","Single, never married, not living with a life partner","Male","75 to 84","$20000 to $29999","0","No","Strongly Agree","Strongly Agree","8","8","4","8","6","5","5","4","3","2"
130,"Seg7",7,5,3,2,8,4,7,6,9,9,7,9,6,5,"English","No","Employed part-time","High school diploma or certificate","Married",,"55 to 64","$80000 to $89999","0","No","7","5","3","2","8","4","7","6","Strongly Agree","Strongly Agree","7","Strongly Agree"
131,"Seg4",5,7,5,2,4,7,5,5,8,6,7,7,7,1,"English","No",,"College diploma","Single, never married, not living with a life partner","Male","65 to 74","$90000 to $99999","0","No","5","7","5","2","4","7","5","5","8","6","7","7"
132,"Seg1",9,7,7,8,6,7,5,8,9,9,7,9,7,7,"English","No","Employed part-time","College diploma","Living common law","Male","65 to 74","$60000 to $69999","1","Yes","Strongly Agree","7","7","8","6","7","5","8","Strongly Agree","Strongly Agree","7","Strongly Agree"
133,"Seg6",9,9,8,7,9,9,7,8,8,9,9,9,9,7,"Spanish","No","Employed part-time","College diploma","Living common law","Male","45 to 54","$80000 to $89999","1","Yes","Strongly Agree","Strongly Agree","8","7","Strongly Agree","Strongly Agree","7","8","8","Strongly Agree","Strongly Agree","Strongly Agree"
134,"Seg6",9,9,7,8,9,9,9,8,9,9,9,9,8,9,"English","No","Employed part-time","No certificate, diploma or degree","Single, never married, not living with a life partner","Female",,"$175,000 to $199,999,","1","Yes","Strongly Agree","Strongly Agree","7","8","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
135,"Seg4",6,7,6,4,7,7,5,5,6,7,8,7,4,4,"English","No",,,"Single, never married, not living with a life partner","Male","75 to 84","$50000 to $59999","1","Yes","6","7","6","4","7","7","5","5","6","7","8","7"
136,"Seg3",8,6,7,8,9,7,8,9,9,8,8,6,9,9,"English","No","Employed part-time","College diploma","Married","Male","55 to 64","$40000 to $49999","1","Yes","8","6","7","8","Strongly Agree","7","8","Strongly Agree","Strongly Agree","8","8","6"
137,"Seg6",9,7,9,9,9,9,9,8,9,9,9,9,9,7,"French","Yes","Not employed","High school diploma or certificate","Living common law","Male","55 to 64","$60000 to $69999","1","Yes","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
138,"Seg1",9,8,9,6,8,5,5,6,9,9,9,9,5,8,"English",,"Fully employed","Master's degree","Single, never married, not living with a life partner","Female","65 to 74","$50000 to $59999","1","Yes","Strongly Agree","8","Strongly Agree","6","8","5","5","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
139,"Seg6",9,7,9,9,9,9,7,9,9,9,9,9,9,9,"English","No","Fully employed","trades certificate","Married","Male",,"$30000 to $39999","0","No","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
140,"Seg8",9,6,8,8,6,4,6,9,7,7,8,6,8,8,"English","Yes","Fully employed","No certificate, diploma or degree","Living common law",,"85 to 94","$60000 to $69999","1","Yes","Strongly Agree","6","8","8","6","4","6","Strongly Agree","7","7","8","6"
141,"Seg6",9,8,9,9,9,7,9,9,9,8,9,7,9,9,"English","No",,"Bachelor's degree","Married","Male","75 to 84","$90000 to $99999","1","Yes","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","7"
142,"Seg6",9,8,9,9,9,9,9,8,9,9,9,9,8,9,"English","No","Not employed","No certificate, diploma or degree","Single, never married, not living with a life partner","Female",,"$20000 to $29999","1","Yes","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
143,"Seg1",9,8,6,7,5,8,7,8,9,9,9,9,6,7,"French","No","Employed part-time","No certificate, diploma or degree","Living common law","Female","55 to 64","$80000 to $89999","0","No","Strongly Agree","8","6","7","5","8","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
144,"Seg1",9,8,6,7,7,9,4,4,9,9,9,8,9,7,"English","No","Fully employed","Bachelor's degree","Divorced, not living with a life partner",,,"Less than $20,000","1","Yes","Strongly Agree","8","6","7","7","Strongly Agree","4","4","Strongly Agree","Strongly Agree","Strongly Agree","8"
145,"Seg4",8,8,8,7,4,6,7,7,7,8,5,7,6,5,"English","No",,"No certificate, diploma or degree","Living common law","Female","65 to 74","$60000 to $69999","0","No","8","8","8","7","4","6","7","7","7","8","5","7"
146,"Seg1",9,8,7,5,7,4,5,3,9,9,9,7,9,8,"Italian","No","Not employed","No certificate, diploma or degree","Married",,"25 to 34",,"0","No","Strongly Agree","8","7","5","7","4","5","3","Strongly Agree","Strongly Agree","Strongly Agree","7"
147,"Seg3",8,7,7,9,8,8,7,9,9,8,7,8,9,6,"English","No",,"High school diploma or certificate","Married","Female",,"$50000 to $59999","0","No","8","7","7","Strongly Agree","8","8","7","Strongly Agree","Strongly Agree","8","7","8"
148,"Seg4",7,7,7,5,7,3,4,8,5,2,4,6,5,7,"English","No","Employed part-time","No certificate, diploma or degree","Married","Female","55 to 64","$100000 to $149999","0","No","7","7","7","5","7","3","4","8","5","2","4","6"
149,"Seg1",9,9,8,6,5,7,6,8,8,9,8,9,9,7,"Spanish","No","Fully employed","Bachelor's degree","Married","Female","24 or younger",,"1","Yes","Strongly Agree","Strongly Agree","8","6","5","7","6","8","8","Strongly Agree","8","Strongly Agree"
150,"Seg6",9,9,8,9,9,8,6,6,8,9,7,9,8,8,"Italian","No","Employed part-time","High school diploma or certificate","Living common law","Female","24 or younger","$60000 to $69999","1","Yes","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","8","6","6","8","Strongly Agree","7","Strongly Agree"
151,"Seg7",8,6,6,3,9,7,9,8,9,9,9,9,7,4,,,"Employed part-time","Bachelor's degree","Living common law","Male","55 to 64","$60000 to $69999","0","No","8","6","6","3","Strongly Agree","7","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
152,"Seg7",3,4,5,4,7,3,5,7,9,9,9,9,8,6,"English","Yes","Fully employed","Earned doctorate","Married","Male","55 to 64","$60000 to $69999","0","No","3","4","5","4","7","3","5","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
153,"Seg6",8,9,8,7,9,9,7,7,9,9,9,9,9,6,"English","No","Employed part-time","No certificate, diploma or degree","Living common law","Male","35 to 44","$90000 to $99999","0","No","8","Strongly Agree","8","7","Strongly Agree","Strongly Agree","7","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
154,"Seg1",9,9,6,9,7,6,7,8,9,9,8,9,7,6,"French","Yes","Not employed","No certificate, diploma or degree","Single, never married, not living with a life partner","Female",,"$40000 to $49999","1","Yes","Strongly Agree","Strongly Agree","6","Strongly Agree","7","6","7","8","Strongly Agree","Strongly Agree","8","Strongly Agree"
155,"Seg3",8,7,7,4,9,9,8,9,9,8,9,9,9,8,"English","Yes","Not employed","Master's degree","Married","Female","45 to 54","$30000 to $39999","1","Yes","8","7","7","4","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree"
156,"Seg1",9,7,9,9,2,1,2,5,9,7,7,9,6,7,,"No","Fully employed","College diploma","Divorced, not living with a life partner","Female","75 to 84","$90000 to $99999","0","No","Strongly Agree","7","Strongly Agree","Strongly Agree","2","Strongly Disagree","2","5","Strongly Agree","7","7","Strongly Agree"
